n	tpr	fpr	method
50	0.9696969696969697	0.17192331478045764	StARS_MB
50	0.9595959595959596	0.11482168625025768	StARS_MB
50	0.9595959595959596	0.08699237270665842	StARS_MB
50	0.9595959595959596	0.07215007215007214	StARS_MB
50	0.9494949494949495	0.06246134817563389	StARS_MB
50	0.9292929292929293	0.054215625644197074	StARS_MB
50	0.9292929292929293	0.049062049062049064	StARS_MB
50	0.9292929292929293	0.042053184910327765	StARS_MB
50	0.9292929292929293	0.03875489589775304	StARS_MB
50	0.9292929292929293	0.03607503607503607	StARS_MB
50	0.9292929292929293	0.03360131931560503	StARS_MB
50	0.9191919191919192	0.03153988868274583	StARS_MB
50	0.9191919191919192	0.0292723149866007	StARS_MB
50	0.9191919191919192	0.028035456606885178	StARS_MB
50	0.9090909090909091	0.026386312100597813	StARS_MB
50	0.9090909090909091	0.02370645227788085	StARS_MB
50	0.898989898989899	0.022469593898165326	StARS_MB
50	0.898989898989899	0.021645021645021644	StARS_MB
50	0.898989898989899	0.019995877138734283	StARS_MB
50	0.898989898989899	0.0191713048855906	StARS_MB
50	0.8787878787878788	0.018140589569160998	StARS_MB
50	0.8686868686868687	0.016697588126159554	StARS_MB
50	0.8686868686868687	0.015460729746444033	StARS_MB
50	0.8686868686868687	0.01463615749330035	StARS_MB
50	0.8686868686868687	0.01422387136672851	StARS_MB
50	0.8686868686868687	0.012987012987012988	StARS_MB
50	0.8686868686868687	0.012162440733869306	StARS_MB
50	0.8484848484848485	0.012162440733869306	StARS_MB
50	0.8383838383838383	0.012162440733869306	StARS_MB
50	0.8383838383838383	0.011956297670583385	StARS_MB
50	0.8282828282828283	0.011750154607297465	StARS_MB
50	0.8282828282828283	0.011544011544011544	StARS_MB
50	0.8282828282828283	0.011131725417439703	StARS_MB
50	0.8282828282828283	0.01030715316429602	StARS_MB
50	0.8282828282828283	0.00968872397443826	StARS_MB
50	0.8282828282828283	0.009070294784580499	StARS_MB
50	0.8080808080808081	0.008658008658008658	StARS_MB
50	0.8080808080808081	0.008039579468150896	StARS_MB
50	0.797979797979798	0.007215007215007215	StARS_MB
50	0.7878787878787878	0.0070088641517212944	StARS_MB
50	0.7878787878787878	0.006802721088435374	StARS_MB
50	0.7777777777777778	0.006390434961863534	StARS_MB
50	0.7777777777777778	0.005772005772005772	StARS_MB
50	0.7777777777777778	0.004947433518862091	StARS_MB
50	0.7676767676767676	0.004947433518862091	StARS_MB
50	0.7676767676767676	0.00474129045557617	StARS_MB
50	0.7575757575757576	0.0045351473922902496	StARS_MB
50	0.7575757575757576	0.0045351473922902496	StARS_MB
50	0.7575757575757576	0.0041228612657184084	StARS_MB
50	0.7575757575757576	0.003916718202432488	StARS_MB
50	0.7575757575757576	0.003916718202432488	StARS_MB
50	0.7575757575757576	0.003916718202432488	StARS_MB
50	0.7373737373737373	0.0037105751391465678	StARS_MB
50	0.7373737373737373	0.0037105751391465678	StARS_MB
50	0.7373737373737373	0.0037105751391465678	StARS_MB
50	0.7373737373737373	0.0037105751391465678	StARS_MB
50	0.7373737373737373	0.0032982890125747267	StARS_MB
50	0.7373737373737373	0.0030921459492888066	StARS_MB
50	0.7272727272727273	0.0030921459492888066	StARS_MB
50	0.7070707070707071	0.0026798598227169654	StARS_MB
50	0.7070707070707071	0.0026798598227169654	StARS_MB
50	0.7070707070707071	0.0026798598227169654	StARS_MB
