n	tpr	fpr	method
50	0.6868686868686869	0.18594104308390022	StARS_MB
50	0.6363636363636364	0.12265512265512266	StARS_MB
50	0.5858585858585859	0.09812409812409813	StARS_MB
50	0.5454545454545454	0.08018965161822304	StARS_MB
50	0.5050505050505051	0.07029478458049887	StARS_MB
50	0.45454545454545453	0.06225520511234797	StARS_MB
50	0.43434343434343436	0.0564831993403422	StARS_MB
50	0.43434343434343436	0.05318491032776747	StARS_MB
50	0.42424242424242425	0.04782519068233354	StARS_MB
50	0.3838383838383838	0.045351473922902494	StARS_MB
50	0.36363636363636365	0.04349618635332921	StARS_MB
50	0.35353535353535354	0.039579468150896725	StARS_MB
50	0.3333333333333333	0.03772418058132344	StARS_MB
50	0.32323232323232326	0.035456606885178314	StARS_MB
50	0.31313131313131315	0.03236446093588951	StARS_MB
50	0.31313131313131315	0.030715316429602145	StARS_MB
50	0.29292929292929293	0.02865388579674294	StARS_MB
50	0.29292929292929293	0.025974025974025976	StARS_MB
50	0.29292929292929293	0.02432488146773861	StARS_MB
50	0.2828282828282828	0.023088023088023088	StARS_MB
50	0.2727272727272727	0.022057307771593485	StARS_MB
50	0.2727272727272727	0.021851164708307565	StARS_MB
50	0.24242424242424243	0.019995877138734283	StARS_MB
50	0.23232323232323232	0.01937744794887652	StARS_MB
50	0.23232323232323232	0.01834673263244692	StARS_MB
50	0.2222222222222222	0.017934446505875078	StARS_MB
50	0.21212121212121213	0.016491445062873634	StARS_MB
50	0.21212121212121213	0.015873015873015872	StARS_MB
50	0.21212121212121213	0.015254586683158112	StARS_MB
50	0.21212121212121213	0.01422387136672851	StARS_MB
50	0.21212121212121213	0.013605442176870748	StARS_MB
50	0.21212121212121213	0.012987012987012988	StARS_MB
50	0.21212121212121213	0.012574726860441147	StARS_MB
50	0.21212121212121213	0.012162440733869306	StARS_MB
50	0.21212121212121213	0.011956297670583385	StARS_MB
50	0.1919191919191919	0.011337868480725623	StARS_MB
50	0.1919191919191919	0.011337868480725623	StARS_MB
50	0.1919191919191919	0.011337868480725623	StARS_MB
50	0.1919191919191919	0.011131725417439703	StARS_MB
50	0.1919191919191919	0.011131725417439703	StARS_MB
50	0.1919191919191919	0.01030715316429602	StARS_MB
50	0.18181818181818182	0.009894867037724181	StARS_MB
50	0.18181818181818182	0.008864151721294579	StARS_MB
50	0.1717171717171717	0.008451865594722737	StARS_MB
50	0.16161616161616163	0.008245722531436817	StARS_MB
50	0.16161616161616163	0.008245722531436817	StARS_MB
50	0.16161616161616163	0.007627293341579056	StARS_MB
50	0.16161616161616163	0.0074211502782931356	StARS_MB
50	0.16161616161616163	0.0070088641517212944	StARS_MB
50	0.16161616161616163	0.006596578025149453	StARS_MB
50	0.16161616161616163	0.006390434961863534	StARS_MB
50	0.16161616161616163	0.006390434961863534	StARS_MB
50	0.16161616161616163	0.006390434961863534	StARS_MB
50	0.16161616161616163	0.006184291898577613	StARS_MB
50	0.16161616161616163	0.0059781488352916926	StARS_MB
50	0.1414141414141414	0.005359719645433931	StARS_MB
50	0.1414141414141414	0.00515357658214801	StARS_MB
50	0.1414141414141414	0.00474129045557617	StARS_MB
50	0.1414141414141414	0.0045351473922902496	StARS_MB
50	0.1414141414141414	0.0041228612657184084	StARS_MB
50	0.1414141414141414	0.0041228612657184084	StARS_MB
50	0.1414141414141414	0.003916718202432488	StARS_MB
50	0.13131313131313133	0.003916718202432488	StARS_MB
50	0.12121212121212122	0.0037105751391465678	StARS_MB
50	0.12121212121212122	0.0037105751391465678	StARS_MB
50	0.12121212121212122	0.0037105751391465678	StARS_MB
50	0.12121212121212122	0.0037105751391465678	StARS_MB
50	0.12121212121212122	0.0037105751391465678	StARS_MB
50	0.1111111111111111	0.0037105751391465678	StARS_MB
50	0.1111111111111111	0.0032982890125747267	StARS_MB
50	0.1111111111111111	0.0032982890125747267	StARS_MB
50	0.1111111111111111	0.0030921459492888066	StARS_MB
50	0.1111111111111111	0.0030921459492888066	StARS_MB
50	0.1111111111111111	0.0024737167594310453	StARS_MB
50	0.10101010101010101	0.0024737167594310453	StARS_MB
50	0.10101010101010101	0.0024737167594310453	StARS_MB
50	0.09090909090909091	0.0024737167594310453	StARS_MB
50	0.09090909090909091	0.0022675736961451248	StARS_MB
50	0.09090909090909091	0.0018552875695732839	StARS_MB
50	0.09090909090909091	0.0018552875695732839	StARS_MB
50	0.09090909090909091	0.0016491445062873633	StARS_MB
50	0.09090909090909091	0.0016491445062873633	StARS_MB
50	0.09090909090909091	0.001443001443001443	StARS_MB
50	0.09090909090909091	0.001443001443001443	StARS_MB
50	0.09090909090909091	0.001443001443001443	StARS_MB
50	0.08080808080808081	0.001443001443001443	StARS_MB
50	0.08080808080808081	0.001443001443001443	StARS_MB
50	0.0707070707070707	0.001443001443001443	StARS_MB
50	0.06060606060606061	8.245722531436817e-4	StARS_MB
50	0.06060606060606061	6.184291898577613e-4	StARS_MB
50	0.050505050505050504	4.1228612657184083e-4	StARS_MB
50	0.050505050505050504	4.1228612657184083e-4	StARS_MB
50	0.050505050505050504	4.1228612657184083e-4	StARS_MB
50	0.050505050505050504	4.1228612657184083e-4	StARS_MB
50	0.050505050505050504	4.1228612657184083e-4	StARS_MB
50	0.04040404040404041	4.1228612657184083e-4	StARS_MB
50	0.04040404040404041	2.0614306328592042e-4	StARS_MB
50	0.04040404040404041	2.0614306328592042e-4	StARS_MB
50	0.010101010101010102	0	StARS_MB
50	0	0	StARS_MB
50	0	0	StARS_MB
100	0.8282828282828283	0.17790146361574932	StARS_MB
100	0.797979797979798	0.12100597814883529	StARS_MB
100	0.7373737373737373	0.09544423830138116	StARS_MB
100	0.7272727272727273	0.08122036693465265	StARS_MB
100	0.7272727272727273	0.07050092764378478	StARS_MB
100	0.696969696969697	0.06143063285920429	StARS_MB
100	0.696969696969697	0.0554524840239126	StARS_MB
100	0.6666666666666666	0.050505050505050504	StARS_MB
100	0.6565656565656566	0.04700061842918986	StARS_MB
100	0.6565656565656566	0.042465471036899606	StARS_MB
100	0.6565656565656566	0.03854875283446712	StARS_MB
100	0.6565656565656566	0.035868893011750155	StARS_MB
100	0.6565656565656566	0.03380746237889095	StARS_MB
100	0.6363636363636364	0.031746031746031744	StARS_MB
100	0.6262626262626263	0.030921459492888066	StARS_MB
100	0.6161616161616161	0.02906617192331478	StARS_MB
100	0.6161616161616161	0.027210884353741496	StARS_MB
100	0.6161616161616161	0.025974025974025976	StARS_MB
100	0.6161616161616161	0.024737167594310452	StARS_MB
100	0.6161616161616161	0.02411873840445269	StARS_MB
100	0.5959595959595959	0.022469593898165326	StARS_MB
100	0.5959595959595959	0.021232735518449803	StARS_MB
100	0.5858585858585859	0.021026592455163882	StARS_MB
100	0.5858585858585859	0.02040816326530612	StARS_MB
100	0.5656565656565656	0.0191713048855906	StARS_MB
100	0.5656565656565656	0.01855287569573284	StARS_MB
100	0.5656565656565656	0.017934446505875078	StARS_MB
100	0.5656565656565656	0.016491445062873634	StARS_MB
100	0.5656565656565656	0.016285301999587713	StARS_MB
100	0.5555555555555556	0.015254586683158112	StARS_MB
100	0.5454545454545454	0.014017728303442589	StARS_MB
100	0.5252525252525253	0.013193156050298907	StARS_MB
100	0.5252525252525253	0.013193156050298907	StARS_MB
100	0.5050505050505051	0.011956297670583385	StARS_MB
100	0.5050505050505051	0.011544011544011544	StARS_MB
100	0.5050505050505051	0.010925582354153782	StARS_MB
100	0.5050505050505051	0.010925582354153782	StARS_MB
100	0.494949494949495	0.010925582354153782	StARS_MB
100	0.494949494949495	0.010719439290867862	StARS_MB
100	0.494949494949495	0.01030715316429602	StARS_MB
100	0.48484848484848486	0.010101010101010102	StARS_MB
100	0.48484848484848486	0.010101010101010102	StARS_MB
100	0.48484848484848486	0.00968872397443826	StARS_MB
100	0.46464646464646464	0.00927643784786642	StARS_MB
100	0.46464646464646464	0.009070294784580499	StARS_MB
100	0.46464646464646464	0.008864151721294579	StARS_MB
100	0.46464646464646464	0.008451865594722737	StARS_MB
100	0.46464646464646464	0.008039579468150896	StARS_MB
100	0.46464646464646464	0.007833436404864976	StARS_MB
100	0.46464646464646464	0.0074211502782931356	StARS_MB
100	0.45454545454545453	0.006596578025149453	StARS_MB
100	0.45454545454545453	0.006390434961863534	StARS_MB
100	0.45454545454545453	0.0059781488352916926	StARS_MB
100	0.45454545454545453	0.0059781488352916926	StARS_MB
100	0.4444444444444444	0.0059781488352916926	StARS_MB
100	0.4444444444444444	0.0059781488352916926	StARS_MB
100	0.4444444444444444	0.005772005772005772	StARS_MB
100	0.4444444444444444	0.005359719645433931	StARS_MB
100	0.4444444444444444	0.005359719645433931	StARS_MB
100	0.43434343434343436	0.005359719645433931	StARS_MB
100	0.43434343434343436	0.00515357658214801	StARS_MB
100	0.43434343434343436	0.00515357658214801	StARS_MB
100	0.42424242424242425	0.00515357658214801	StARS_MB
100	0.42424242424242425	0.004947433518862091	StARS_MB
100	0.41414141414141414	0.00474129045557617	StARS_MB
100	0.41414141414141414	0.00474129045557617	StARS_MB
100	0.40404040404040403	0.0045351473922902496	StARS_MB
100	0.3838383838383838	0.0045351473922902496	StARS_MB
100	0.3838383838383838	0.0045351473922902496	StARS_MB
100	0.3838383838383838	0.004329004329004329	StARS_MB
100	0.36363636363636365	0.0041228612657184084	StARS_MB
100	0.35353535353535354	0.0041228612657184084	StARS_MB
100	0.3333333333333333	0.0041228612657184084	StARS_MB
100	0.3333333333333333	0.003916718202432488	StARS_MB
100	0.3333333333333333	0.0035044320758606472	StARS_MB
100	0.30303030303030304	0.002886002886002886	StARS_MB
100	0.2828282828282828	0.0024737167594310453	StARS_MB
100	0.2828282828282828	0.0022675736961451248	StARS_MB
100	0.2828282828282828	0.0020614306328592042	StARS_MB
100	0.26262626262626265	0.0020614306328592042	StARS_MB
100	0.25252525252525254	0.0018552875695732839	StARS_MB
100	0.25252525252525254	0.001443001443001443	StARS_MB
100	0.25252525252525254	0.001443001443001443	StARS_MB
100	0.24242424242424243	0.001443001443001443	StARS_MB
100	0.2222222222222222	0.001443001443001443	StARS_MB
100	0.20202020202020202	0.001443001443001443	StARS_MB
100	0.1919191919191919	0.001443001443001443	StARS_MB
100	0.1919191919191919	0.001443001443001443	StARS_MB
100	0.18181818181818182	0.001443001443001443	StARS_MB
100	0.1717171717171717	0.0012368583797155227	StARS_MB
100	0.1717171717171717	0.0010307153164296021	StARS_MB
100	0.1717171717171717	0.0010307153164296021	StARS_MB
100	0.1717171717171717	8.245722531436817e-4	StARS_MB
100	0.16161616161616163	6.184291898577613e-4	StARS_MB
100	0.16161616161616163	2.0614306328592042e-4	StARS_MB
100	0.1414141414141414	2.0614306328592042e-4	StARS_MB
100	0.1414141414141414	0	StARS_MB
100	0.13131313131313133	0	StARS_MB
100	0.12121212121212122	0	StARS_MB
100	0.09090909090909091	0	StARS_MB
100	0	0	StARS_MB
200	0.9595959595959596	0.1826427540713255	StARS_MB
200	0.9292929292929293	0.11152339723768295	StARS_MB
200	0.9292929292929293	0.08390022675736962	StARS_MB
200	0.9292929292929293	0.06905792620078334	StARS_MB
200	0.9090909090909091	0.05792620078334364	StARS_MB
200	0.8787878787878788	0.049474335188620905	StARS_MB
200	0.8787878787878788	0.04267161410018553	StARS_MB
200	0.8585858585858586	0.03710575139146568	StARS_MB
200	0.8585858585858586	0.032570603999175426	StARS_MB
200	0.8585858585858586	0.0292723149866007	StARS_MB
200	0.8484848484848485	0.026180169037311893	StARS_MB
200	0.8383838383838383	0.02329416615130901	StARS_MB
200	0.8383838383838383	0.021645021645021644	StARS_MB
200	0.8282828282828283	0.02061430632859204	StARS_MB
200	0.8282828282828283	0.01855287569573284	StARS_MB
200	0.8282828282828283	0.016697588126159554	StARS_MB
200	0.8181818181818182	0.01566687280972995	StARS_MB
200	0.8181818181818182	0.01566687280972995	StARS_MB
200	0.8080808080808081	0.013811585240156668	StARS_MB
200	0.8080808080808081	0.013193156050298907	StARS_MB
200	0.8080808080808081	0.012162440733869306	StARS_MB
200	0.8080808080808081	0.010719439290867862	StARS_MB
200	0.797979797979798	0.010513296227581941	StARS_MB
200	0.797979797979798	0.00968872397443826	StARS_MB
200	0.7878787878787878	0.00948258091115234	StARS_MB
200	0.7777777777777778	0.008658008658008658	StARS_MB
200	0.7777777777777778	0.008039579468150896	StARS_MB
200	0.7777777777777778	0.007627293341579056	StARS_MB
200	0.7777777777777778	0.0070088641517212944	StARS_MB
200	0.7777777777777778	0.006802721088435374	StARS_MB
200	0.7575757575757576	0.006390434961863534	StARS_MB
200	0.7373737373737373	0.006184291898577613	StARS_MB
200	0.7373737373737373	0.006184291898577613	StARS_MB
200	0.7171717171717171	0.0055658627087198514	StARS_MB
200	0.7070707070707071	0.00515357658214801	StARS_MB
200	0.7070707070707071	0.00515357658214801	StARS_MB
200	0.7070707070707071	0.00515357658214801	StARS_MB
200	0.696969696969697	0.00474129045557617	StARS_MB
200	0.6767676767676768	0.00474129045557617	StARS_MB
200	0.6767676767676768	0.0045351473922902496	StARS_MB
200	0.6767676767676768	0.003916718202432488	StARS_MB
200	0.6666666666666666	0.003916718202432488	StARS_MB
200	0.6565656565656566	0.0037105751391465678	StARS_MB
200	0.6464646464646465	0.0035044320758606472	StARS_MB
200	0.6464646464646465	0.0035044320758606472	StARS_MB
200	0.6464646464646465	0.0032982890125747267	StARS_MB
200	0.6363636363636364	0.0032982890125747267	StARS_MB
200	0.6363636363636364	0.0032982890125747267	StARS_MB
200	0.6262626262626263	0.0032982890125747267	StARS_MB
200	0.6262626262626263	0.0030921459492888066	StARS_MB
200	0.6161616161616161	0.0030921459492888066	StARS_MB
200	0.6161616161616161	0.002886002886002886	StARS_MB
200	0.6161616161616161	0.0024737167594310453	StARS_MB
200	0.6060606060606061	0.0020614306328592042	StARS_MB
200	0.6060606060606061	0.0016491445062873633	StARS_MB
200	0.6060606060606061	0.0012368583797155227	StARS_MB
200	0.5959595959595959	0.0012368583797155227	StARS_MB
200	0.5959595959595959	0.0012368583797155227	StARS_MB
200	0.5959595959595959	0.0012368583797155227	StARS_MB
200	0.5959595959595959	0.0012368583797155227	StARS_MB
200	0.5858585858585859	0.0010307153164296021	StARS_MB
200	0.5858585858585859	0.0010307153164296021	StARS_MB
200	0.5858585858585859	8.245722531436817e-4	StARS_MB
200	0.5858585858585859	8.245722531436817e-4	StARS_MB
200	0.5858585858585859	8.245722531436817e-4	StARS_MB
200	0.5858585858585859	6.184291898577613e-4	StARS_MB
200	0.5656565656565656	6.184291898577613e-4	StARS_MB
200	0.5555555555555556	6.184291898577613e-4	StARS_MB
200	0.5555555555555556	6.184291898577613e-4	StARS_MB
200	0.5454545454545454	6.184291898577613e-4	StARS_MB
200	0.5454545454545454	6.184291898577613e-4	StARS_MB
200	0.5454545454545454	6.184291898577613e-4	StARS_MB
200	0.5353535353535354	6.184291898577613e-4	StARS_MB
200	0.5353535353535354	6.184291898577613e-4	StARS_MB
200	0.5353535353535354	6.184291898577613e-4	StARS_MB
200	0.5151515151515151	6.184291898577613e-4	StARS_MB
200	0.5151515151515151	6.184291898577613e-4	StARS_MB
200	0.5050505050505051	6.184291898577613e-4	StARS_MB
200	0.494949494949495	6.184291898577613e-4	StARS_MB
200	0.494949494949495	6.184291898577613e-4	StARS_MB
200	0.494949494949495	6.184291898577613e-4	StARS_MB
200	0.494949494949495	4.1228612657184083e-4	StARS_MB
200	0.48484848484848486	2.0614306328592042e-4	StARS_MB
200	0.47474747474747475	2.0614306328592042e-4	StARS_MB
200	0.46464646464646464	0	StARS_MB
200	0.45454545454545453	0	StARS_MB
200	0.45454545454545453	0	StARS_MB
200	0.45454545454545453	0	StARS_MB
200	0.42424242424242425	0	StARS_MB
200	0.42424242424242425	0	StARS_MB
200	0.42424242424242425	0	StARS_MB
200	0.3939393939393939	0	StARS_MB
200	0.36363636363636365	0	StARS_MB
200	0.3434343434343434	0	StARS_MB
200	0.3333333333333333	0	StARS_MB
200	0.30303030303030304	0	StARS_MB
200	0.25252525252525254	0	StARS_MB
200	0.25252525252525254	0	StARS_MB
200	0.23232323232323232	0	StARS_MB
200	0.1919191919191919	0	StARS_MB
200	0	0	StARS_MB
1000	1	0.468975468975469	StARS_MB
1000	1	0.2352092352092352	StARS_MB
1000	1	0.13873428159142445	StARS_MB
1000	1	0.08493094207379921	StARS_MB
1000	1	0.05813234384662956	StARS_MB
1000	1	0.04452690166975881	StARS_MB
1000	1	0.032158317872603585	StARS_MB
1000	1	0.025561739847454135	StARS_MB
1000	1	0.021645021645021644	StARS_MB
1000	1	0.016491445062873634	StARS_MB
1000	1	0.013193156050298907	StARS_MB
1000	1	0.010925582354153782	StARS_MB
1000	1	0.00927643784786642	StARS_MB
1000	1	0.006802721088435374	StARS_MB
1000	1	0.005359719645433931	StARS_MB
1000	1	0.004329004329004329	StARS_MB
1000	1	0.003916718202432488	StARS_MB
1000	1	0.003916718202432488	StARS_MB
1000	1	0.0030921459492888066	StARS_MB
1000	1	0.0024737167594310453	StARS_MB
1000	1	0.0022675736961451248	StARS_MB
1000	1	0.0016491445062873633	StARS_MB
1000	1	0.0016491445062873633	StARS_MB
1000	1	0.0012368583797155227	StARS_MB
1000	1	0.0010307153164296021	StARS_MB
1000	1	8.245722531436817e-4	StARS_MB
1000	1	4.1228612657184083e-4	StARS_MB
1000	1	4.1228612657184083e-4	StARS_MB
1000	1	4.1228612657184083e-4	StARS_MB
1000	1	4.1228612657184083e-4	StARS_MB
1000	1	4.1228612657184083e-4	StARS_MB
1000	1	4.1228612657184083e-4	StARS_MB
1000	1	4.1228612657184083e-4	StARS_MB
1000	1	4.1228612657184083e-4	StARS_MB
1000	1	2.0614306328592042e-4	StARS_MB
